0.0,-0.4,-0.6
0.5,-0.6950103989501708,-0.38936751727693786
1.0,-0.35789341038321765,2.5819944905725247
1.5,3.4344706916745844,15.206026419291703
2.0,19.042812504748312,53.48244546032063
2.5,65.49438475744847,142.81677597796215
3.0,171.7859613564048,286.189210180694
3.5,335.65939415967125,310.08634615210576
4.0,332.0688510338631,-635.3566636593479
4.5,-896.0146229655937,-5322.765033441369
5.0,-6728.83756695438,-20700.688021830796
5.5,-25483.19341759928,-59433.7115616923
6.0,-71861.85847490176,-130601.61992102333
6.5,-154558.8310377615,-183944.82221939595
7.0,-206413.5409879714,87418.08125208167
7.5,157240.10736042168,1776257.5156113557
8.0,2275403.871036583,7828653.203054592
8.5,9694180.159317655,24225906.35975337
9.0,29438181.470409624,57736253.64848581
9.5,68819715.79854777,96455003.78754261
10.0,110820787.36670962,33573591.308651276
10.5,20216907.241227955,-552530792.6517954
11.0,-722405566.247061,-2884220184.898167
11.5,-3596005158.7498293,-9678030145.963291
12.0,-11818765919.43019,-24862541007.382652
12.5,-29816644049.069305,-47108507236.80597
13.0,-54926682080.9563,-41045553347.90437
13.5,-41740182002.432556,152257695912.65332
14.0,206712531913.26398,1029714461169.308
14.5,1294652956531.5935,3787761497481.4136
15.0,4649422087603.789,10462918933531.537
15.5,12616285039585.379,21930954145056.766
16.0,25837877458156.47,27322221106461.152
16.5,30050940011326.145,-31693819360432.246
17.0,-47543485690950.22,-353097697266109.3
17.5,-448879642763983.25,-1450453519820394.8
18.0,-1790318313199884.5,-4311103584593387.0
18.5,-5224871717841567.0,-9850937033044768.0
19.0,-1.1699275348960156e+16,-1.514416398083376e+16
19.5,-1.7210763937125224e+16,535813259472654.0
20.0,4333471221655972.0,1.144574602172509e+17
20.5,1.4784643644295024e+17,5.4212121843165926e+17
21.0,6.733600335370248e+17,1.740745879068868e+18
21.5,2.1201776390225997e+18,4.299392742322444e+18
22.0,5.13994339840732e+18,7.650077685123567e+18
22.5,8.856730431730067e+18,4.73032245763192e+18
23.0,4.2764271368047596e+18,-3.395832644555362e+19
23.5,-4.503990104603355e+19,-1.9696892978799195e+20
24.0,-2.4648563502899957e+20,-6.888253758447896e+20
24.5,-8.431888570861705e+20,-1.8309944456241448e+21
25.0,-2.2015860670649844e+21,-3.645966424175108e+21
25.5,-4.273471028257164e+21,-3.865707135222522e+21
26.0,-4.121230318185798e+21,8.496832346925042e+21
26.5,1.1914389412610964e+22,6.9102598331685415e+22
27.0,8.729595258358129e+22,2.669072380713322e+23
27.5,3.284558191120107e+23,7.62820388411818e+23
28.0,9.220390128955073e+23,1.6672490432265634e+24
